Sentiment,Tweet
Positive,"Gandeng Sinar Mas Land, Saham Chandra Asri (TPIA) Terkerek 2,1 Persen [URL]"
Neutral,PT Chandra Asri Petrochemical Tbk (TPIA) akan menyelenggarakan RUPS Luar Biasa pada 5 Agustus 2022. Pemegang saham yang namanya tercatat dalam Daftar Pemegang Saham pada 14 Juli 2022 pukul 16.00 WIB berhak hadir atau diwakili dalam acara tersebut. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Negative,"Saham-saham dengan kapitalisasi pasar besar yang memicu penurunan tajam IHSG siang ini antara lain : PT Chandra Asri Petrochemical Tbk (TPIA) : -0,83% PT Bank Rakyat Indonesia Tbk (BBRI) : -0,96% PT Astra International Tbk (ASII) : -1,51%"
Neutral,Barito Pacific Grup juga merupakan pemegang saham PT Chandra Asri Petrochemical Tbk yang juga tercatat di Bursa Efek Indonesia (IDX: TPIA).
Positive,"Accumulate TPIA dengan support 9,675-9,400. Stoploss jika harga break di bawah 9,400. - Download Maybank Trade (ID) di Google Play dan App Store sekarang juga untuk kemudahan berinvestasi dan trading saham. Android : [URL] Ios : [URL]"
Neutral,"Pemegang Saham TPIA, SCG Chemicals Mau IPO hingga Rp43,33 Triliun [URL]"
Neutral,"Pagi. Indeks bursa AS ditutup melemah tajam dipimpin saham-saham teknologi. Dow -2,38%, SP -2,81%, dan Nasdaq -3,95%. Kemarin IHSG menguat 0,22% ke 7232. Hari ini cum date dividen tunai WEGE (Rp 4,47). Ex dividen TPIA (Rp 7,29795) dan WTON (Rp 1,9)."
Positive,"Untuk Jumat, tertarik dengan $INCO $TPIA Saham gorengannya libur dulu, kolesterol lagi naik. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]"
Positive,Semangat Cari Cuan! Simak Menu Saham dari BBRI Hingga TPIA [URL]
Positive,"Hot news lainnya hari ini: - $TPIA akan bagikan dividen sebesar 11 juta USD 🤑 - $FILM berencana akan melakukan rights issue dengan menerbitkan 1,9 M lembar saham baru. - Kinerja $TLKM &amp $TOWR FY21 Selengkapnya : [URL]"
Neutral,"Melirik Portofolio Saham Prajogo Pangestu BRPT, TPIA, GZCO, Mana yang Menarik? [URL]"
Negative,"Asing Lego Saham CPIN, TPIA dan SMGR, IHSG Terkoreksi 0,38% ke 7.235, Kamis (14/4) [URL] [HASHTAG]"
Neutral,"Melirik Portofolio Saham Prajogo Pangestu BRPT, TPIA, GZCO, Mana yang Menarik? [URL]"
Neutral,"Perusahaan petrokimia milik konglomerat Prajogo Pangestu, PT Chandra Asri Petrochemical Tbk (TPIA) berencana mengubah susunan pengurus perseroan yang akan ditetapkan pada Rapat Umum Pemegang Saham Tahunan (RUPST). [URL]"
Neutral,"Lainnya dari snips : - Dirut $BBCA, Jahja Setiaatmadja, menambah kepemilikannya di BCA sebanyak 633.005 lembar saham. - BEI mencabut $CMPP dari daftar pemantauan khusus. - Performa $TPIA FY21 Selengkapnya di : [URL]"
Positive,"Indeks Bisnis-27 Menguat, Saham TPIA, AALI, dan ADRO Jadi Penopang [URL]"
Positive,"IHSG Masih Berpeluang Rebound Hari Ini, Cermati Saham TPIA dan WEGE [URL]"
Positive,"Hari ini beli DEPO &amp TPIA, Semoga rejeki [HASHTAG] [URL]"
Neutral,Perdagangan saham di Bursa Efek Indonesia ini dihentikan (delisting) mulai tanggal 3 Pebruari 2003. Kemudian tanggal 22 Mei 2008 TPIA melakukan pencatatan kembali (relisting) atas seluruh sahamnya yang telah ditempatkan dan disetor penuh sejumlah 728.401.000 lembar.
Negative,"Indeks Harga Saham Gabungan (IHSG) pada perdagangan kemarin ditransaksikan melemah 0,22% ke level 6,835 yang dipimpin oleh penurunan saham BBCA, TPIA, dan BEBS. [URL]"
Negative,"Indeks Bisnis-27 Melemah, Saham ADRO, TPIA, dan KLBF Jadi Penekan [URL]"
Negative,"Indeks Bisnis-27 Ditutup Merah, Saham TPIA, EMTK dan ASII Menukik [URL]"
Negative,"Indeks Bisnis-27 Dibuka Melemah, Saham TPIA, BRPT, dan TLKM Lesu [URL]"
Negative,[USERNAME] TPIA udah abis bensinnya prof?
Positive,Hasil AMTA Forecast 4 February 2022: TPIA Naik 11.65% [URL] BRMS Naik 7.29% [URL] BBYB Naik 6.10% [URL] BTPS Naik 5.40% [URL] JOIN OUR GROUP FREE: [URL] [HASHTAG] [HASHTAG] [HASHTAG]
Positive,Hasil AMTA Forecast 4 February 2022: BCAP Naik 47.09% [URL] ENRG Naik 26.49% [URL] CPRO Naik 14.28% [URL] TPIA Naik 9.32% [URL] JOIN OUR GROUP FREE: [URL] [HASHTAG] [HASHTAG] [HASHTAG]
Positive,"Indeks Bisnis-27 Dibuka Menguat, Saham UNTR, TPIA &amp BBCA Paling Ngegas [URL]"
Positive,Hasil AMTA Forecast 4 February 2022: BCAP Naik 40.64% [URL] MPPA Naik 19.72% [URL] SLIS Naik 10.62% [URL] TPIA Naik 5.69% [URL] JOIN OUR GROUP FREE: [URL] [HASHTAG] [HASHTAG] [HASHTAG]
Positive,"Saham TPIA ATH!!!! 🎉🎉🎉🎉🎉🎉🎉🎉 Perusahaan petrokimia terbesar dan terintegrasi di Indonesia, Chandra Asri Petrochemical berhasil menorehkan kinerja positif pada sahamnya!!! Sahamnya tembus harga tertinggi sepanjang masa 🥳🥳🥳 [URL]"
Positive,thank $tpia wkwwkwk
Positive,"Indeks Bisnis-27 Ditutup Menguat Dipimpin Saham BBRI, INKP dan TPIA [URL]"
Positive,"[USERNAME] TPIA, fundamentalnya bagus"
Positive,Saham Konglomerat Prajogo Pangestu BRPT dan TPIA Topang Indeks Bisnis-27 [URL]
Positive,"Prajogo, Duo $BRPT $TPIA, saham penghasil kaum syukses. [URL]"
Positive,Hasil AMTA Forecast tanggal 14 Januari 2022: ADMR Naik 31.33% [URL] TPIA Naik 6.97% [URL] INCO Naik 5.56% [URL] JOIN OUR GROUP FREE: [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]
Positive,$BEBS pernah di 300 kemarin closing di 4.220 $TPIA pernah di 1.000 kemarin closing di 7.500 $MYOR pernah di 300 kemarin closing di 2.120 Luar biasa bukan? Potensi profit yang ditawarkan? Jadi rugi sangat kalau tak paham bursa saham yah Rekan-Rekan. Yuk Top Up RDN!
Positive,"Indeks Bisnis-27 Naik Tipis, Saham BRPT, TPIA dan INKP Paling Cuan [URL]"
Positive,"Saham TPIA, UNVR jos gandos, bisa jos lagi sepertinya"
Positive,"Diguyur Pembiayaan BRI Rp4,65 Triliun, Rekomendasi Beli Saham TPIA Jika Tembus Rp7.400 [HASHTAG] [HASHTAG] [URL]"
Negative,"Indeks Bisnis-27 Ditutup Melemah, Saham WIKA, TPIA dan INKP Paling Lemah [URL]"
Positive,"Asing Koleksi Saham AVIA, BBNI, TPIA, BBRI, dan EMTK saat IHSG Hijau [URL] [URL]"
Positive,Terdeteksi kenaikan frekuensi dan value pada saham $TPIA. TPIA melalui anak perusahaannya PT Chandra Asri Perkasa telah menunjuk empat kontraktor untuk mengerjakan Front-End Engineering Design (FEED) bagi komplek petrokimia kedua berskala global milik TPIA di Indonesia (CAP2). [URL]
Neutral,(Part 2) MIKA PWON TPIA MNCN SCMA WIKA MYOR SIDO UNTR PTBA SMRA UNVR PTPP TLKM Bingung ini kode saham perusahaan mana aja?
Neutral,Berikut DER saham [HASHTAG] di sektor Basic Industry 👇 Untuk sektor lainnya bisa cek disini : [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,[HASHTAG] Beberapa saham ini tampaknya layak untuk dicermati : [HASHTAG] &lt = 5900 [HASHTAG] 8200-8000 [HASHTAG] &lt = 7000
Positive,"Kinerja Naik, Begini Rekomendasi Saham Chandra Asri (TPIA) [URL]"
Positive,"Saham TPIA dan WIKA Menjulang, Indeks Bisnis-27 Rebound [URL]"
Positive,"Lewat Rights Issue, SCG Chemicals Beli Saham Chandra Asri (TPIA) Rp4,73 Triliun [URL]"
Positive,"Indeks Bisnis-27 Menguat, Saham ANTM dan TPIA Jadi Pendorong [URL]"
Positive,"Hari ini cum dividen BALI (Rp 30). Cum right issue TPIA: Tiap pemegang 47 saham lama berhak menebus 10 saham baru di harga Rp 4082. Kemarin harga TPIA turun 2,3% ke Rp 8375. Ex dividen CSAP (Rp 4), GJTL (Rp 10), INCI (Rp 25), dan FILM (Rp 11)."
Negative,"Indeks Bisnis-27 Lesu, Saham ADRO, TPIA, dan MIKA Pimpin Pelemahan [URL]"
Positive,Harga Diskon Saham Chandra Asri (TPIA) &amp Serbuan Investasi Thailand [URL]
Positive,Serbuan Investasi Thailand ke Chandra Asri (TPIA) &amp Harga Diskon Saham [URL]
Positive,"Perusahaan petrokimia PT Chandra Asri Petrochemical Tbk akan melangsungkan aksi korporasi. Emiten berkode saham TPIA tersebut akan melaksanaan rights issue dengan perolehan dana Rp15,48 triliun. [URL]"
Neutral,"[USERNAME] [USERNAME] setau aku belum kak, yg terbaru itu BKSL, TPIA, EMTK, WMUU update bulan juni. cmiiw"
Neutral,"Kinerja indeks dan saham big caps YTD (data 2 Agustus 2021) IHSG -0,73% LQ45 -11,93% BBCA -11,89% BBRI -19,79% TLKM -2,72% BMRI -10,67% ARTO +384,42% ASII -21,00% TPIA +4,68% EMTK +95,71% UNVR -41,50% DCII +11138,10%"
Negative,"Saham TPIA dan INTP Boncos, Indeks Bisnis-27 Terbenam di Zona Merah [URL]"
Positive,"$TPIA, salah satu saham yang kami rekomendasikan di Channel Followers tanggal 9 Juni 2021. Sampai detik ini Sahamnya sudah naik 20% padahal IHSG dari 10 Juni sampai 15 Juli 2021 0%. Monggo segera bergabung bersama kami. Harga tidak berubah sampai dengan Mei 2022. [URL]"
Positive,"Indeks Bisnis-27 Melaju, Saham TPIA dan EMTK Paling Melesat [URL]"
Negative,"Saham Big Caps dengan likuiditas kecil itu memang selalu masalah bagi $IHSG. Ini barusan IHSG turun tajam cuman gara-gara $GGRM tiba2 terjun. ini baru $GGRM. Padahal ada $ARTO, $BANK, $EMTK, $TPIA, dan $DCII [URL]"
Positive,"IHSG Incar 6.100, Rekomendasi Saham ESSA, TOWR, TPIA [URL]"
Positive,"[USERNAME] Mengakhiri perdagangan Selasa, harga saham PT Chandra Asri Petrochemical Tbk (TPIA) mengalami lonjakan signifikan."
Positive,"IHSG Masih Sideways, Analis Rekomendasikan Saham RALS, PGAS hingga TPIA [URL] lewat [USERNAME]"
Positive,"$TPIA, juga naik, salah satu rekomendasi saham yang ada di Channel. Alhamdulillah, Masya Allah. So tunggu apalagi? Segera bergabung bersama kami, harga Rp500.000 itu gak akan berubah sampai channelnya selesai, jadi makin cepat daftar, makin diskon harga yang didapatkan. 😁🙏 [URL]"
Positive,"Kalo bisa kembali ke masa lalu, satu2nya hal yg pingin dilakuin bukanlah balik ke mantan tapi mau beli saham TPIA, BRIS, ARTO, DCII pas IPO."
Positive,"Net Buy"" Rp 1,29 Triliun, Asing Beli Saham BRPT dan TPIA di Pasar Negosiasi Rp 1 Triliun [URL] [URL]"
Negative,"[USERNAME] BRPT TPIA apa lagi, sahamnya Om Lord Prajogo Pangestu, floatingnya kecil, didominasi sama Om Pray sendiri kepemilikannya. Gengsi masuk forbes makanya stonks KWKWKWKWKKWKWKWKKWKWKWKKW."
Positive,"Hari ini Asing Koleksi Saham TPIA, TBIG, KLBF, ASII, dan INDF [URL] [URL]"
Negative,"Saham big cap: IHSG terjungkal, BBNI turun 4 hari, TPIA sudah merosot 8 hari [URL]"
Positive,"Awal Pekan Indeks Diproyeksikan Menguat, Cermati Saham ACES, AUTO, SMGR, TPIA, dan TINS [URL] [URL]"
Positive,"IHSG Berpeluang Menguat Pekan Depan, Cermati Saham ACES, SMGR, TPIA, TINS [URL]"
Positive,"Chandra Asri (TPIA) Bagi Dividen Rp31,6 per Saham, Simak Jadwalnya! [URL]"
Positive,"TPIA akan membagikan dividen USD0,0021589/saham, (sekitar Rp 31,5/saham dengan kurs USDIDR 14592). Dividen ini setara dengan 75% laba tahun lalu: Bisnis"
Positive,"Perusahaan petrokimia, PT Chandra Asri Petrochemical Tbk akan membagikan dividen kepada pemegang sahamnya. Emiten berkode saham TPIA tersebut memutuskan untuk membagikan dividen 38,5 juta dolar AS atau sekitar Rp560 miliar dari hasil laba tahun buku 2020. [URL]"
Positive,TPIA Kembali Kantongi Restu Pemegang Saham untuk Gelar Rights Issue [URL]
Positive,"Ada perlawanan di Market menjelang 30 menit terakhir. Jadinya IHSG tutup teng banget pas zona aman 5 menitan. Saham-saham pendukungnya : ADRO, AKRA, ANTM, BBKP, BBRI, BRIS, EXCL, HMSP, ICBP, KRAS, LSIP, MYOR, SIDO, TBIG, TLKM, TPIA, UNTR"
Neutral,Berikut rekomendasi 2 analis untuk saham Chandra Asri (TPIA) [URL]
Negative,"Terpapar Gejolak Harga Minyak, Begini Rekomendasi Saham Grup Barito BRPT dan TPIA: Berdasarkan konsensus Bloomberg, hanya 1 dari 6 analis yang mengulas saham BRPT merekomendasikan beli, sedangkan 5 analis lainnya ... [URL] [HASHTAG] [HASHTAG]"
Positive,PT Chandra Asri Petrochemical Tbk. (TPIA) berencana melakukan rights issue dengan melepas saham dengan jumlah sebanyak-banyaknya 7.16 miliar saham. *Disclaimer
Positive,"Titik Terang Rencana Rights Issue 7,1 Miliar Saham Chandra Asri (TPIA) [URL]"
Positive,"Rights Issue 7,1 Miliar Saham, Chandra Asri (TPIA) Minta Restu Pemegang Saham [URL]"
Negative,Kala Manuver Putra Bungsu Prajogo Belum Mampu Bangkitkan Saham Chandra Asri (TPIA) [URL]
Positive,Anak Taipan Prajogo Pangestu Borong Saham TPIA Rp 248 M [URL]
Positive,"[USERNAME] Terus tingkatkan inovasi, kreasi, teknologi dan infrastruktur manucfaturingnya yaah semoga good corporate governancenya semakin ditingkatkan yang maksimal dan visioner demi masa depan yang makmur dan sejahtera. Saya salah satu pemegang saham BRPT dan TPIA hehe ✍🤗✊"
Positive,Wadirut Chandra Asri Baritono Prajogo Pangestu Beli 24.500 Saham TPIA [URL] [URL]
Positive,"Berdasarkan penutupan bursa saham Indonesia pada 8 Februari 2021, harga saham TPIA naik 1,37% menjadi Rp 11.075 per saham. Nilai market cap-nya juga naik menjadi Rp 197,51 triliun. Sementara harga saham BRPT naik 2,15% menjadi Rp 1.190 per saham."
Positive,"yakni menguasai 41,88% saham. Di TPIA, Prajogo juga mencatatkan kepemilikan langsung sebesar 15,06% saham, mengacu data RTI per 31 Desember 2020. Harta kekayaan Prajogo bertambah lantaran saham yang menjadi portofolio bisnisnya bergerak menguat."
Positive,"IHSG Siap Menguat, Rekomendasi Saham INKP, JPFA, hingga TPIA [URL]"
Negative,"[HASHTAG] [HASHTAG] TOP loser by change: INKP (-Rp600), TGKA (-Rp525), GMTD (-Rp350), ISAT (-Rp300), dan TPIA (-Rp250)"
Neutral,"[HASHTAG] Erwin Ciputra selaku Direktur Chandra Asri Petrochemical Tbk (TPIA) divestasi saham scr bertahap pada 28 Jan - 8 Feb 2021, sebanyak 625.400 lembar dgn mendapatkan dana sebanyak Rp6,50 M"
Positive,"[HASHTAG] [HASHTAG] TOP gainer by change: EDGE (+Rp3,025), TKIM (+Rp675), INKP (+Rp675), ARTO (+Rp450), dan TPIA (+Rp375)"
Positive,$TPIA All Time High. Masuk dalam Top 10 Market Cap Saham per 12 Jan 2021. - [URL]
Positive,"TPIA nah ini yang saya maksud,, Broker Ritel di pakai Market Makernya, Coba Saya tanya, Ritel mana yang iseng belanja 11 M di saham TPIA hari ini coba? wkwkwk. Ritel mana ituu. tolong kasih tau saya, mau saya kasih ARM gratis,, wkwk TPIA Akumulasi,, Sama dengan BRPT Saudaranya [URL]"
Positive,[HASHTAG] saham ini berpotensi rebound: INCO WOOD JSMR LINK TINS MIKA LSIP INKP ERAA ASSA TPIA ANTM TBIG
Neutral,"*Daftar Saham LQ45 Periode 01 Februari 2021 - Juli 2021* *Masuk* : MEDC, TPIA *Keluar* : SCMA, SRIL"
Positive,"Masuk Lagi ke Indeks LQ45, Ini Rekomendasi Saham TPIA dan MEDC [URL]"
Positive,"Kembali masuk LQ45, ini rekomendasi saham Chandra Asri (TPIA) dan Medco Energi (MEDC) [URL] [HASHTAG]"
Positive,"Saham Chandra Asri (TPIA) dan Medco Energi (MEDC) masuk indeks LQ45, ini kata analis [URL] [HASHTAG]"
Positive,"[HASHTAG] [HASHTAG] TOP gainer by change: INPS (+Rp800), BNLI (+Rp500), HEAL (+Rp150), TPIA (+Rp150), dan SOHO (+Rp135)"
Positive,"Saham TPIA dan MEDC Masuk Indeks LQ45, Gantikan SRIL dan SCMA [URL]"
Positive,"Saham big cap: BBCA, BBNI, BBRI, BMRI, TLKM naik 3 hari, TPIA melaju 6 hari [URL] [HASHTAG]"
Positive,Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) PT Chandra Asri Petrochemical Tbk (TPIA) telah menyetujui penggabungan usaha (merger) dengan PT Styrindo Mono Indonesia (SMI). [HASHTAG] [URL]
Negative,"[HASHTAG] [HASHTAG] TOP loser by change: ITMG (-Rp525), TCPI (-Rp475), INKP (-Rp425), TGKA (-Rp400), dan TPIA (-Rp350)"
Negative,"[HASHTAG] [HASHTAG] TOP loser by change: DSSA (-Rp500), POLL (-Rp400), TCPI (-Rp350), TPIA (-Rp225), dan DIVA (-Rp150)"
Negative,"Trading Jumat (01/03/2024)📈 🚀 BBRI, MIDI, TLKM, MDKA, SIDO, dan BBTN IHSG Technical View👀 IHSG ditutup turun 0.17% kemarin, disertai dengan net sell asing ~639 Miliar. Saham yang paling banyak dijual asing adalah BBCA, BBRI, BMRI, CUAN, dan PGAS."
Positive,"Mulai SMGR hingga TLKM, Ini Deretan Top Picks Saham Versi Analis Hari Ini [URL]"
Positive,"[USERNAME] BBRI dan TLKM dari 2019 sampai sekarang masih ada, gak tau udah floating profit berapa, soalnya auto debet setiap bulan"
Positive,"[USERNAME] sido, habis ikut seminar pasar modal di fakultas, iseng pake duit sisa tabungan buat beli beberapa lot. wah seru juga ya kalau ijo, akhirnya nabung beli tlkm &amp bbri.😹"
Positive,"Perhatian para investor! IHSG berpotensi menguat! Saham BBRI, BBNI, TLKM, dan ICBP disebut-sebut layak untuk diburu. Peluang bagus nih! Jadi, siap-siap mengambil langkah cerdas. Temukan analisis lengkapnya di sini! [HASHTAG] [URL]"
Negative,"Investor Asing Net Sell Rp1,18 T, Saham TLKM dan GOTO Jadi Target [URL]"
Negative,"Investor asing kembali mencatatkan net sell saham sebesar Rp 1,18 triliun di seluruh pasar BEI, terbesar terjadi pada TLKM [URL] [HASHTAG] [HASHTAG] [HASHTAG]"
Negative,"IHSG Dibuka Melemah ke 7.272, Saham BBRI, TLKM hingga INCO Terkoreksi [URL]"
Positive,"Mirae memprediksi IHSG hari ini konsolidasi. Perusahaan efek itu merekomendasikan TLKM, ADMR dan ERAA berpeluang kasih cuan.   [URL] [HASHTAG] [HASHTAG] [HASHTAG]"
Positive,"Ajaib Sekuritas memprediksi IHSG hari ini menguat, rekomendasikan cuan tiga saham jangan sampai lolos. Salah satunya TLKM. [URL] [HASHTAG] [HASHTAG] [HASHTAG]"
Positive,"Asing Borong Saham Rp1,02 T Pekan Lalu, TLKM &amp BBRI Favorit [URL]"
Negative,"IHSG Berpotensi Melemah Awal Pekan, Simak Saham ANTM, TLKM, hingga EXCL [URL]"
Positive,"Mirae memprediksi IHSG hari ini menguat terbatas., rekomendasikan tiga saham masuk radar, salah satunya TLKM. [URL] [HASHTAG] [HASHTAG] [HASHTAG]"
Neutral,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] maaf pak, dalam hal in membandingkan kedua saham tidak bisa diliat dari harga per lembarnya, dalam hal ini sebaiknya membandingkan dengan market cap kedua saham tersebut. kalo membandingkan TLKM yang sudah berkali-kali melakukan stock split tentu harga telkom akan kalah dari ISAT [URL]"
Positive,[USERNAME] Saham paling lama aku pegang TLKM 2 lot (1000 lembar) tahun 1996 jual tahun 2008 20 jutaan lebih
Negative,"Indeks Bisnis-27 Dibuka Melemah Tertekan Saham SMGR, TLKM hingga BMRI [URL]"
Positive,"Ada sinyal kuat berlanjutnya pertumbuhan pada emiten telekomunikasi, seperti Telkom (TLKM), Indosat (ISAT), dan XL Axiata (EXCL). [URL] [HASHTAG] [HASHTAG] [HASHTAG]"
Positive,"Investor Asing Akumulasi Saham BBRI dan TLKM, BMRI-SMGR Dilego [URL]"
Positive,Wowww TLKM naik melejit. Mau jadi trending saham tp takot masihan
Positive,"IHSG Dibuka Menguat ke 7.319, Saham BBRI, TLKM dan SIDO Perkasa [URL]"
Positive,"IHSG Diprediksi Konsolidasi, Analis Jagokan Saham AMRT hingga TLKM [URL]"
Positive,"Phintraco Sekuritas memprediksi IHSG hari ini terkonsolidasi, rekomendasikan potensi cuan ada di enam saham, salah satunya TLKM.    [URL] [HASHTAG] [HASHTAG] [HASHTAG]"
Negative,"[USERNAME] [USERNAME] [USERNAME] sok tau, belagak pny saham BUMN saja....saham BUMN yg moncer hanya BBRI doang ...TLKM saja ga kemana dr 5 thn yg lalu"
Negative,Jual $TLKM kecepeten Mergo keweden. Nabrak Resisten Ilmu + panik ya percuma Paling jago nek buang saham meh mabur 🐷 Dan skrg Mabur bye telkom
Positive,"Saham TLKM, MIKA dan BMRI Bawa Indeks Bisnis-27 ke Zona Hijau [URL]"
Positive,Saham $TLKM buat mid-long term ya ges.. [URL]
Positive,"Market Update✨ IHSG terbang m elesat 1,3% hingga menembus level psikologis 7.300, tepatnya 7.303,28 pada Kamis (15/2/2024) dengan indeks LQ45 melonjak 1,53% jadi 1.003,31. Tim Analis Bareksa merekomendasikan beberapa saham pilihan: $ISAT $BBRI $PWON $TLKM [URL]"
Positive,Kaum mendang mending seperti saya saat Valentine tidak butuh coklat atau apalah itu Saya butuh tiket pesawat ke luar negeri Visa bekerja Emas Antam 50g Asuransi Kesehatan &amp Jiwa 10 lot saham TLKM Udah itu aja gk muluk-muluk kan? Sederhana kan?
Positive,Rekomendasi Saham INDF-TLKM Usai Prabowo-Gibran Menang Quick Count Pilpres 2024 [URL]
Neutral,[USERNAME] [USERNAME] Lagian definisi refocusing itu bukan serta merta jadi 100% pelayanan. Itu masalah proporsi aja... Bisa aja di satu segmen perusahaan ambil untung tapi di segmen lain sifatnya pelayanan . Misal TLKM bikin fiberoptik di daerah 3T. Di situ ada unsur pelayanan plus bisnis..
Negative,[USERNAME] [USERNAME] [USERNAME] TLKM hbs ini ampas Klo bank GK usah disebut Mulai Kur dll mrk yg kelola GK ada itu nyungsep Apalagi BUMN karya
Negative,"IHSG Hari Ini Rawan Koreksi ke 6.925, Cermati Saham BFIN, BRMS hingga TLKM [URL]"
Positive,"TLKM Masuk, Saham Indonesia Pilihan JP Morgan di Asean Bertambah [URL]"
Positive,"10 Saham Paling Banyak DIbeli Investor Asing, BMRI Hingga TLKM [URL]"
Negative,Sampai kapan [HASHTAG] net sell oleh asing? 😥 Yuk ada promo pindahin saham ke bluechip gratis! Klik 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,"IHSG ditutup naik 0.52% kemarin, tapi disertai dengan net buy asing ~1.1 Tr. Saham yang paling banyak dibeli asing adalah BBRI, BMRI, BBCA, BBNI dan TLKM. Hari ini IHSG berpotensi mencoba melanjutkan kenaikan seiring dengan pengumuman data GDP Indonesia jam 11 pagi."
Negative,"KPK Selidiki Dugaan Korupsi di Telkomsigma, Saham TLKM Ambles 1,24% [URL]"
Negative,"IHSG Sesi I Melemah 0,13%, Saham INDY dan TLKM Jadi Pemberat [URL]"
Neutral,"[USERNAME] Kalo funda, biasanya pake ratio kayak gini hahaha anyway, ini ratio saham $tlkm [URL]"
Positive,Saham $TLKM masih oke punya nih sepertinya [URL]
Positive,"Indeks Bisnis-27 Ditutup Menguat, Saham MIKA, TOWR hingga TLKM Cuan [URL]"
Positive,"IHSG Ceria di Awal Februari, Saham GOTO TLKM BBRI Masuk Top Gainers [URL]"
Positive,"Indeks Bisnis-27 Dibuka Menguat Ditopang Saham TLKM, BBRI, hingga MIKA [URL]"
Positive,"IHSG Technical View👀 IHSG ditutup menguat 0.22% kemarin, disertai dengan net buy asing ~1.22 Tr. Saham yang paling banyak dibeli asing adalah BBRI, BBNI, BMRI, TLKM dan BRIS. Hari ini IHSG berpotensi bergerak melemah terbatas. ✅Support IHSG: 7130-7160 ✅Resist IHSG: 7230-7260"
Neutral,"Analisis Saham Operator Telko, Mana Pilihan Terbaik: ISAT, EXCL, TLKM [URL]"
Positive,Saham TLKM hingga Emiten Jagoan Lo Kheng Hong GJTL jadi Favorit Asing [URL]
Neutral,View Astrocycle &amp Technical ADRO ASII BBCA BBRI BREN GOTO PGAS TLKM IHSG [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]
Positive,"Bismillah, Aww, yuk belajar, atm, dll, nabung, investasi saham JII kode sahamnya, ACES, ADRO, AKRA, ANTM, ASII, BRIS, CPIN, EMTK, EXCL, ICBP, INCO, INDF, INKP, INTP, ITMG, KLBF, MAPI, MIKA, PGAS, PTBA, SMGR, TLKM, TPIA, UNTR, UNVR, jadikan investasi gaya hidup, tks, www"
Negative,[USERNAME] [USERNAME] 1. Thn 2021 telkomsel pernah kasus yang sama oleh kepolisian karena statusnya adalah milik negara (anak perush BUMN dengan saham mayoritas punya TLKM) 2. Telkomsel memperkaya orang lain dgn kontrak anehnya itu masuk tipikor 3. Film masuk di pengadaan barang dan jasa BUMN
Positive,"IHSG Diprediksi Kembali Naik, Saham BBRI hingga TLKM Masuk Rekomendasi [URL]"
Positive,"IHSG Berpeluang Menguat ke 7.350, Cek Rekomendasi Saham INDF, KLBF hingga TLKM [URL]"
Positive,Pergerakan harga saham TLKM selama periode 2 Januari hingga 9 Januari 2024 mengalami kenaikan sebesar 0.44% secara week-on-week (WOW). Yuk simak informasi selengkapnya pada postingan berikut ini! [URL]
Positive,"Indeks Bisnis-27 Menguat, Saham MAPI, TLKM, hingga INKP Naik Tinggi [URL]"
Positive,Menerka Alasan Investor Jumbo Borong Saham Telkom (TLKM) [URL]
Negative,"[USERNAME] Sepertinya $TLKM berada dalam area support serelah beberapa hari sideways. Saat ini jg berada di dekat MA200. Klo support ini jebol, kemungkinan balik ke 3500 semakin besar."
Positive,"pada hari Jumat lalu, IHSG berpotensi menguat tipis hari ini. Saham-saham pilihan BNI Sekuritas adalah BBRI, BMRI, dan TLKM. Semoga bisa meraih keuntungan!"
Negative,"di sektor infra, ada 4 saham yg paling bnyk djual asing yaitu TBIG, MTEL (bumn), TOWR, n TLKM (bumn) masing2 djual -2,8T, -1,6T, -1,5T n -1,5T. Dua bumn mengalami net sell tinggi d 2023 selain bumn karya, dmn MTEL n TLKM ini saudaraan, dmn 71,8% saham MTEL dpegang TLKM."
